Tipo_Fundo_Classe;CNPJ_Fundo_Classe;Data_Referencia;Versao;Data_Entrega;Nome_Fundo_Classe;Data_Funcionamento;Publico_Alvo;Codigo_ISIN;Quantidade_Cotas_Emitidas;Fundo_Exclusivo;Fundo_Nao_Listado_Exclusivo;Cotistas_Vinculo_Familiar;Mandato;Segmento_Atuacao;Tipo_Gestao;Prazo_Duracao;Data_Prazo_Duracao;Encerramento_Exercicio_Social;Mercado_Negociacao_Bolsa;Mercado_Negociacao_MBO;Mercado_Negociacao_MB;Entidade_Administradora_BVMF;Entidade_Administradora_CETIP;Nome_Administrador;CNPJ_Administrador;Logradouro;Numero;Complemento;Bairro;Cidade;Estado;CEP;Telefone1;Telefone2;Telefone3;Site;Email;Data_Encerramento_Trimestre;Ano de Referência;CNPJ_Fundo;Nome_Fundo
Fundo;47.136.369/0001-90;2023-06-30;1;2023-08-12;REAL ESTATE SPECIAL SITUATIONS I FII;2022-07-14;INVESTIDOR PROFISSIONAL;BROD50CTF006;201233.0;Não;Não;Não;Renda;Híbrido;Ativa;Indeterminado;;30/06;Não;Não;Sim;Não;Não;BR-CAPITAL DTVM S.A.;47136369000190;AVENIDA DAS NAÇÕES UNIDAS;11857;CONJ. 111;BROOKLIN PAULISTA;SÃO PAULO;SP;04578-908;(11) 5508-3500;;;www.brcapital.com.br;fundos@brcapital.com.br;2023-06-30;2023;;
Fundo;47.136.369/0001-90;2023-09-30;1;2023-11-16;REAL ESTATE SPECIAL SITUATIONS I FII;2022-07-14;INVESTIDOR PROFISSIONAL;BROD50CTF006;201233.0;Não;Não;Não;Renda;Híbrido;Ativa;Indeterminado;;31/12;Não;Não;Sim;Não;Não;BR-CAPITAL DTVM S.A.;47136369000190;AVENIDA DAS NAÇÕES UNIDAS;11857;CONJ. 111;BROOKLIN PAULISTA;SÃO PAULO;SP;04578-908;(11) 5508-3500;;;www.brcapital.com.br;fundos@brcapital.com.br;2023-09-30;2023;;
Fundo;47.136.369/0001-90;2023-12-31;1;2024-02-13;REAL ESTATE SPECIAL SITUATIONS I FII;2022-07-14;INVESTIDOR PROFISSIONAL;BROD50CTF006;299445.0;Não;Não;Não;Renda;Híbrido;Ativa;Indeterminado;;31/12;Não;Não;Sim;Não;Não;BR-CAPITAL DTVM S.A.;47136369000190;AVENIDA DAS NAÇÕES UNIDAS;11857;CONJ. 111;BROOKLIN PAULISTA;SÃO PAULO;SP;04578-908;(11) 5508-3500;;;www.brcapital.com.br;fundos@brcapital.com.br;2023-12-31;2023;;
Fundo;47.142.218/0001-44;2023-12-31;1;2024-02-16;PEDRA DOURADA FUNDO DE INVESTIMENTO IMOBILIARIO;2023-12-19;INVESTIDOR QUALIFICADO;0;1460001.0;Não;Não;Não;Híbrido;Híbrido;Ativa;Indeterminado;;31/12;Não;Não;Sim;Não;Não;REAG DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS AS;47142218000144;Avenida Brigadeiro Faria Lima;2277;17º andar;jardim Paulistano;São Paulo;SP;01452-000;(11) 3504-6800;;;www.reag.com.br;ramon.dantas@reag.com.br;2023-12-31;2023;;
Fundo;47.154.849/0001-83;2023-03-31;1;2023-05-15;PROPP I FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII;2022-11-03;INVESTIDOR PROFISSIONAL;BR0DFMCTF003;111088.0;Sim;Não;Não;Híbrido;Híbrido;Ativa;Indeterminado;;31/12;Sim;Sim;Não;Sim;Sim;BEM DTVM LTDA;47154849000183;Núcleo Cidade de Deus, S/N, Prédio Prata - 4º Andar, Vl Yara;s/n;;Centro;Osasco;SP;06029900;(11) 3684-4522;;;www.bradescobemdtvm.com.br;bemdtvm@bradesco.com.br;2023-03-31;2023;;
Fundo;47.154.849/0001-83;2023-06-30;1;2023-08-14;PROPP I FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII;2022-11-03;INVESTIDOR PROFISSIONAL;BR0DFMCTF003;111088.0;Sim;Não;Não;Híbrido;Híbrido;Ativa;Indeterminado;;31/12;Sim;Sim;Não;Sim;Sim;BEM DTVM LTDA;47154849000183;Núcleo Cidade de Deus, S/N, Prédio Prata - 4º Andar, Vl Yara;s/n;;Centro;Osasco;SP;06029900;(11) 3684-4522;;;www.bradescobemdtvm.com.br;bemdtvm@bradesco.com.br;2023-06-30;2023;;
Fundo;47.154.849/0001-83;2023-09-29;1;2023-11-14;PROPP I FUNDO DE INVESTIMENTO IMOBILIÁRIO;2022-11-03;INVESTIDOR PROFISSIONAL;BR0DFMCTF003;121525.0;Sim;Não;Não;Híbrido;Híbrido;Ativa;Indeterminado;;Dezembro;Sim;Sim;Não;Sim;Sim;BEM DTVM LTDA;66670000100;Núcleo Cidade de Deus;S/N;Prédio Prata - 4º Andar;Vl Yara;Osasco;SP;06029-900;(11) 3684-4522;;;www.bradescobemdtvm.com.br;bemdtvm@bradesco.com.br;2023-09-29;2023;;
Fundo;47.154.849/0001-83;2023-12-29;1;2024-02-09;PROPP I FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII;2022-11-03;INVESTIDOR PROFISSIONAL;BR0DFMCTF003;111088.0;Sim;Não;Não;Híbrido;Híbrido;Ativa;Indeterminado;;31/12;Sim;Sim;Não;Sim;Sim;BEM DTVM LTDA;47154849000183;Núcleo Cidade de Deus, S/N, Prédio Prata - 4º Andar, Vl Yara;s/n;;Centro;Osasco;SP;06029900;(11) 3684-4522;;;www.bradescobemdtvm.com.br;bemdtvm@bradesco.com.br;2023-12-29;2023;;
Fundo;47.240.631/0001-41;2023-03-31;2;2023-07-11;ÓRAMA HIGH YIELD FII;2022-10-24;INVESTIDORES EM GERAL;BROGHYCTF001;2075000.0;Não;Não;Não;Títulos e Valores Mobiliários;Títulos e Val. Mob.;Ativa;Indeterminado;;31/12;Sim;Sim;Não;Sim;Não;BANCO DAYCOVAL;47240631000141;AV PAULISTA;1793;2 ANDAR;BELA VISTA;SÃO PAULO;SP;01311200;1131380921;;;WWW.DAYCOVAL.COM.BR;middlesmc@bancodaycoval.com.br;2023-03-31;2023;;
Fundo;47.240.631/0001-41;2023-06-30;1;2023-08-14;ÓRAMA HIGH YIELD FII;2022-10-24;INVESTIDORES EM GERAL;BROGHYCTF001;2075000.0;Não;Não;Não;Títulos e Valores Mobiliários;Títulos e Val. Mob.;Ativa;Indeterminado;;31/12;Sim;Sim;Não;Sim;Não;BANCO DAYCOVAL;47240631000141;AV PAULISTA;1793;2 ANDAR;BELA VISTA;SÃO PAULO;SP;01311200;1131380921;;;WWW.DAYCOVAL.COM.BR;middlesmc@bancodaycoval.com.br;2023-06-30;2023;;
Fundo;47.240.631/0001-41;2023-09-30;1;2023-11-13;ÓRAMA HIGH YIELD FII;2022-10-24;INVESTIDORES EM GERAL;BROGHYCTF001;2081487.0;Não;Não;Não;Títulos e Valores Mobiliários;Títulos e Val. Mob.;Ativa;Indeterminado;;31/12;Sim;Sim;Não;Sim;Não;BANCO DAYCOVAL;47240631000141;AV PAULISTA;1793;2 ANDAR;BELA VISTA;SÃO PAULO;SP;01311200;1131380921;;;WWW.DAYCOVAL.COM.BR;middlesmc@bancodaycoval.com.br;2023-09-30;2023;;
Fundo;47.240.631/0001-41;2023-12-31;1;2024-02-08;ÓRAMA HIGH YIELD FII;2022-10-24;INVESTIDORES EM GERAL;BROGHYCTF001;2715373.0;Não;Não;Não;Títulos e Valores Mobiliários;Títulos e Val. Mob.;Ativa;Indeterminado;;31/12;Sim;Sim;Não;Sim;Não;BANCO DAYCOVAL;47240631000141;AV PAULISTA;1793;2 ANDAR;BELA VISTA;SÃO PAULO;SP;01311200;1131380921;;;WWW.DAYCOVAL.COM.BR;middlesmc@bancodaycoval.com.br;2023-12-31;2023;;
Fundo;47.240.671/0001-93;2023-03-31;2;2023-07-11;GREENWICH  - FIAGRO - IMOBILIÁRIO;2022-12-09;INVESTIDORES EM GERAL;BRGRWACTF003;1267100.0;Não;Não;Não;Títulos e Valores Mobiliários;Títulos e Val. Mob.;Ativa;Indeterminado;;31/12;Não;Sim;Não;Sim;Não;BANCO DAYCOVAL;47240671000193;AV PAULISTA;1793;2 ANDAR;2 ANDAR;SÃO PAULO;SP;01311200;1131380291;;;WWW.DAYCOVAL.COM.BR;middlescm@bancodaycoval.com.br;2023-03-31;2023;;
Fundo;47.240.671/0001-93;2023-06-30;1;2023-08-14;GREENWICH  - FIAGRO - IMOBILIÁRIO;2022-12-09;INVESTIDORES EM GERAL;BRGRWACTF003;1267100.0;Não;Não;Não;Títulos e Valores Mobiliários;Títulos e Val. Mob.;Ativa;Indeterminado;;31/12;Não;Sim;Não;Sim;Não;BANCO DAYCOVAL;47240671000193;AV PAULISTA;1793;2 ANDAR;2 ANDAR;SÃO PAULO;SP;01311200;1131380291;;;WWW.DAYCOVAL.COM.BR;middlescm@bancodaycoval.com.br;2023-06-30;2023;;
Fundo;47.240.671/0001-93;2023-09-30;1;2023-11-13;GREENWICH  - FIAGRO - IMOBILIÁRIO;2022-12-09;INVESTIDORES EM GERAL;BRGRWACTF003;1267100.0;Não;Não;Não;Títulos e Valores Mobiliários;Títulos e Val. Mob.;Ativa;Indeterminado;;31/12;Não;Sim;Não;Sim;Não;BANCO DAYCOVAL;47240671000193;AV PAULISTA;1793;2 ANDAR;2 ANDAR;SÃO PAULO;SP;01311200;1131380291;;;WWW.DAYCOVAL.COM.BR;middlescm@bancodaycoval.com.br;2023-09-30;2023;;
Fundo;47.240.671/0001-93;2023-12-31;1;2024-02-05;GREENWICH  - FIAGRO - IMOBILIÁRIO;2022-12-09;INVESTIDORES EM GERAL;BRGRWACTF003;1267100.0;Não;Não;Não;Títulos e Valores Mobiliários;Títulos e Val. Mob.;Ativa;Indeterminado;;31/12;Não;Sim;Não;Sim;Não;BANCO DAYCOVAL;47240671000193;AV PAULISTA;1793;2o ANDAR;BELA VISTA;SÃO PAULO;SP;01311200;1131381171;;;WWW.DAYCOVAL.COM.BR;middlesmc@bancodaycoval.com.br;2023-12-31;2023;;
Fundo;47.669.545/0001-59;2023-03-31;2;2023-05-18;VENETO I FUNDO DE INVESTIMENTO IMOBILIÁRIO;2023-01-05;INVESTIDOR PROFISSIONAL;;39.0;Não;Não;Não;Híbrido;Outros;Ativa;Indeterminado;;30/06;Não;Não;Sim;Não;Não;REAG DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS AS;0;Avenida Faria Lima;2277;17º andar;Jardim Paulistano;São Paulo;SP;01452-000;(11) 3504-6800;;;www.reag.com.br;ramon.dantas@reag.com.br;2023-03-31;2023;;
Fundo;47.669.545/0001-59;2023-06-30;2;2023-08-24;VENETO I FUNDO DE INVESTIMENTO IMOBILIÁRIO;2023-01-05;INVESTIDOR PROFISSIONAL;;39.0;Não;Não;Não;Híbrido;Outros;Ativa;Indeterminado;;30/06;Não;Não;Sim;Não;Não;REAG DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS AS;47669545000159;Avenida Faria Lima;2277;17º andar;Jardim Paulistano;São Paulo;SP;01452-000;(11) 3504-6800;;;www.reag.com.br;ramon.dantas@reag.com.br;2023-06-30;2023;;
Fundo;47.669.545/0001-59;2023-09-29;1;2023-11-21;VENETO I FUNDO DE INVESTIMENTO IMOBILIÁRIO;2023-01-05;INVESTIDOR PROFISSIONAL;BR0EA2CTF000;39.0;Não;Não;Não;Híbrido;Outros;Ativa;Indeterminado;;30/06;Não;Não;Sim;Não;Não;REAG DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS AS;47669545000159;Avenida Faria Lima;2277;17º andar;Jardim Paulistano;São Paulo;SP;01452-000;(11) 3504-6800;;;www.reag.com.br;ramon.dantas@reag.com.br;2023-09-29;2023;;
Fundo;47.669.545/0001-59;2023-12-31;1;2024-02-14;VENETO I FUNDO DE INVESTIMENTO IMOBILIÁRIO;2023-01-05;INVESTIDOR PROFISSIONAL;;39.0;Não;Não;Não;Híbrido;Outros;Ativa;Indeterminado;;30/06;Não;Não;Sim;Não;Não;REAG DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS AS;47669545000159;Avenida Faria Lima;2277;17º andar;Jardim Paulistano;São Paulo;SP;01452-000;(11) 3504-6800;;;www.reag.com.br;ramon.dantas@reag.com.br;2023-12-31;2023;;
Fundo;47.896.665/0001-99;2023-03-31;1;2023-05-15;SHOPPINGS AAA FUNDO DE INVESTIMENTO IMOBILIARIO;2023-02-23;INVESTIDOR PROFISSIONAL;BR0E9LCTF003;340000.0;Não;Não;Não;Renda;Shoppings;Ativa;Indeterminado;;30/06;Sim;Não;Não;Sim;Não;BTG PACTUAL SERVICOS FINANCEIROS S/A DTVM;59281253000123;Praia de Botafogo;501;6º Andar;Botafogo;Rio de Janeiro;RJ;22250-040;(11)3383-3102;;;www.btgpactual.com;ri.fundoslistados@btgpactual.com;2023-03-31;2023;;
Fundo;47.896.665/0001-99;2023-06-30;2;2023-08-14;SHOPPINGS AAA FUNDO DE INVESTIMENTO IMOBILIARIO;2023-02-23;INVESTIDOR PROFISSIONAL;BR0E9LCTF003;1370000.0;Não;Não;Não;Renda;Shoppings;Ativa;Indeterminado;;31/12;Sim;Não;Não;Sim;Não;BTG PACTUAL SERVICOS FINANCEIROS S/A DTVM;59281253000123;Praia de Botafogo;501;6º Andar;Botafogo;Rio de Janeiro;RJ;22250-040;(11)3383-3102;;;www.btgpactual.com;ri.fundoslistados@btgpactual.com;2023-06-30;2023;;
Fundo;47.896.665/0001-99;2023-09-30;1;2023-11-14;SHOPPINGS AAA FUNDO DE INVESTIMENTO IMOBILIARIO;2023-02-23;INVESTIDOR PROFISSIONAL;BR0E9LCTF003;3340000.0;Não;Não;Não;Renda;Shoppings;Ativa;Indeterminado;;31/12;Sim;Não;Não;Sim;Não;BTG PACTUAL SERVICOS FINANCEIROS S/A DTVM;59281253000123;Praia de Botafogo;501;6º Andar;Botafogo;Rio de Janeiro;RJ;22250-040;(11)3383-3102;;;www.btgpactual.com;ri.fundoslistados@btgpactual.com;2023-09-30;2023;;
Fundo;47.896.665/0001-99;2023-12-31;1;2024-02-07;SHOPPINGS AAA FUNDO DE INVESTIMENTO IMOBILIARIO;2023-02-23;INVESTIDORES EM GERAL;BR0E9LCTF003;4307461.0;Não;Não;Não;Renda;Shoppings;Ativa;Indeterminado;;31/12;Sim;Não;Não;Sim;Não;BTG PACTUAL SERVICOS FINANCEIROS S/A DTVM;59281253000123;Praia de Botafogo;501;6º Andar;Botafogo;Rio de Janeiro;RJ;22250-040;(11)3383-3102;;;www.btgpactual.com;ri.fundoslistados@btgpactual.com;2023-12-31;2023;;
Fundo;48.373.413/0001-48;2023-09-30;1;2023-10-20;CIX ITAPURANGA FUNDO DE INVESTIMENTO IMOBILIÁRIO;2023-09-28;INVESTIDOR QUALIFICADO;0000;746852.0;Não;Não;Não;Títulos e Valores Mobiliários;Títulos e Val. Mob.;Ativa;Indeterminado;;31/12;Sim;Sim;Não;Sim;Sim;ID CORRETORA DE TITULOS E VALORES MOBILIARIOS S.A.;48373413000148;AV PRES JUSCELINO KUBITSCHEK;1726;19 ANDAR;VILA NOVA CONCEICAO;SÃO PAULO;SP;04543000;11 4637 6633;;;WWW.IDSF.COM.BR;administracao@idsf.com.br;2023-09-30;2023;;
Fundo;48.373.413/0001-48;2023-12-31;1;2024-02-05;CIX ITAPURANGA FUNDO DE INVESTIMENTO IMOBILIÁRIO;2023-09-28;INVESTIDOR QUALIFICADO;0000;746852.0;Não;Não;Não;Títulos e Valores Mobiliários;Títulos e Val. Mob.;Ativa;Indeterminado;;31/12;Sim;Sim;Não;Sim;Sim;ID CORRETORA DE TITULOS E VALORES MOBILIARIOS S.A.;48373413000148;AV PRES JUSCELINO KUBITSCHEK;1726;19 ANDAR;VILA NOVA CONCEICAO;SÃO PAULO;SP;04543000;11 4637 6633;;;WWW.IDSF.COM.BR;administracao@idsf.com.br;2023-12-31;2023;;
Fundo;48.373.428/0001-06;2023-09-30;1;2023-10-20;CIX PONTA NEGRA FUNDO DE INVESTIMENTO IMOBILIÁRIO;2023-03-07;INVESTIDOR PROFISSIONAL;0000;135034.93;Não;Não;Não;Títulos e Valores Mobiliários;Títulos e Val. Mob.;Ativa;Indeterminado;;31/12;Sim;Sim;Não;Sim;Sim;ID CORRETORA DE TITULOS E VALORES MOBILIARIOS S.A.;48373428000106;AV PRES JUSCELINO KUBITSCHEK;1726;19 ANDAR;VILA NOVA CONCEICAO;SÃO PAULO;SP;04543000;11 4637 6633;;;www.idsf.com.br;administracao@idsf.com.br;2023-09-30;2023;;
Fundo;48.373.428/0001-06;2023-12-31;1;2024-02-05;CIX PONTA NEGRA FUNDO DE INVESTIMENTO IMOBILIÁRIO;2023-09-27;INVESTIDOR PROFISSIONAL;0000;134733.9998;Não;Não;Não;Títulos e Valores Mobiliários;Títulos e Val. Mob.;Ativa;Indeterminado;;31/12;Sim;Sim;Não;Sim;Sim;ID CORRETORA DE TITULOS E VALORES MOBILIARIOS S.A.;48373428000106;AV PRES JUSCELINO KUBITSCHEK;1726;19 ANDAR;VILA NOVA CONCEICAO;SÃO PAULO;SP;04543000;11 4637 6633;;;www.idsf.com.br;administracao@idsf.com.br;2023-12-31;2023;;
Fundo;48.389.780/0001-30;2023-09-30;1;2023-10-20;CIX MUIRAQUITAN FUNDO DE INVESTIMENTO IMOBILIÁRIO;2023-09-27;INVESTIDOR QUALIFICADO;0000;612718.0;Não;Não;Não;Títulos e Valores Mobiliários;Títulos e Val. Mob.;Ativa;Indeterminado;;31/12;Sim;Sim;Não;Sim;Não;ID CORRETORA DE TITULOS E VALORES MOBILIARIOS S.A.;48389780000130;AV PRES JUSCELINO KUBITSCHEK;1726;19 ANDAR;VILA NOVA CONCEICAO;SÃO PAULO;SP;04543000;11 4637 6633;;;WWW.IDSF.COM.BR;administracao@idsf.com.br;2023-09-30;2023;;
Fundo;48.389.780/0001-30;2023-12-31;1;2024-01-21;CIX MUIRAQUITAN FUNDO DE INVESTIMENTO IMOBILIÁRIO;2023-09-27;INVESTIDOR QUALIFICADO;0000;6127180.0;Não;Não;Não;Títulos e Valores Mobiliários;Títulos e Val. Mob.;Ativa;Indeterminado;;31/12;Sim;Sim;Não;Sim;Não;ID CORRETORA DE TITULOS E VALORES MOBILIARIOS S.A.;48389780000130;AV PRES JUSCELINO KUBITSCHEK;1726;19 ANDAR;VILA NOVA CONCEICAO;SÃO PAULO;SP;04543000;11 4637 6633;;;WWW.IDSF.COM.BR;administracao@idsf.com.br;2023-12-31;2023;;
Fundo;48.410.852/0001-83;2023-03-31;1;2023-05-11;JGP CRÉDITO IMOBILIÁRIO FUNDO DE INVESTIMENTO IMOBILIÁRIO;2022-11-23;INVESTIDORES EM GERAL;BR0E4TCTF007;10036918.0;Não;Não;Não;Títulos e Valores Mobiliários;Títulos e Val. Mob.;Ativa;Indeterminado;;30/06;Não;Sim;Não;Sim;Não;BNY MELLON SERVIÇOS FINANCEIROS DTVM S/A;48410852000183;AV. PRESIDENTE WILSON;231;11º ANDAR;CENTRO;RIO DE JANEIRO;RJ;20030-905;(21) 3219-2827;;;www.bnymellon.com.br;bnymellon_cvm@bnymellon.com.br;2023-03-31;2023;;
Fundo;48.410.852/0001-83;2023-06-30;1;2023-08-11;JGP CRÉDITO IMOBILIÁRIO FUNDO DE INVESTIMENTO IMOBILIÁRIO;2022-11-23;INVESTIDORES EM GERAL;BR0E4TCTF007;10036918.0;Não;Não;Não;Títulos e Valores Mobiliários;Títulos e Val. Mob.;Ativa;Indeterminado;;30/06;Não;Sim;Não;Sim;Não;BNY MELLON SERVIÇOS FINANCEIROS DTVM S/A;48410852000183;AV. PRESIDENTE WILSON;231;11º ANDAR;CENTRO;RIO DE JANEIRO;RJ;20030-905;(21) 3219-2827;;;www.bnymellon.com.br;bnymellon_cvm@bnymellon.com.br;2023-06-30;2023;;
Fundo;48.410.852/0001-83;2023-09-29;1;2023-11-08;JGP CRÉDITO IMOBILIÁRIO FUNDO DE INVESTIMENTO IMOBILIÁRIO;2022-11-23;INVESTIDORES EM GERAL;BR0E4TCTF007;10036918.0;Não;Não;Não;Títulos e Valores Mobiliários;Títulos e Val. Mob.;Ativa;Indeterminado;;30/06;Não;Sim;Não;Sim;Não;BNY MELLON SERVIÇOS FINANCEIROS DTVM S/A;48410852000183;AV. PRESIDENTE WILSON;231;11º ANDAR;CENTRO;RIO DE JANEIRO;RJ;20030-905;(21) 3219-2827;;;www.bnymellon.com.br;bnymellon_cvm@bnymellon.com.br;2023-09-29;2023;;
Fundo;48.410.852/0001-83;2023-12-29;1;2024-02-08;JGP CRÉDITO IMOBILIÁRIO FUNDO DE INVESTIMENTO IMOBILIÁRIO;2022-11-23;INVESTIDORES EM GERAL;BR0E4TCTF007;10036918.0;Não;Não;Não;Títulos e Valores Mobiliários;Títulos e Val. Mob.;Ativa;Indeterminado;;30/06;Não;Sim;Não;Sim;Não;BNY MELLON SERVIÇOS FINANCEIROS DTVM S/A;48410852000183;AV. PRESIDENTE WILSON;231;11º ANDAR;CENTRO;RIO DE JANEIRO;RJ;20030-905;(21) 3219-2827;;;www.bnymellon.com.br;bnymellon_cvm@bnymellon.com.br;2023-12-29;2023;;
Fundo;48.565.175/0001-72;2023-03-31;1;2023-05-15;051 AGRO FAZENDAS II FIAGRO IMOBILIARIO;2022-11-14;INVESTIDOR PROFISSIONAL;BRFLEMCTF001;2925000.0;Não;Não;Não;Títulos e Valores Mobiliários;Títulos e Val. Mob.;Ativa;Indeterminado;;30/06;Sim;Não;Não;Sim;Não;XP INVESTIMENTOS CCTVM S.A.;48565175000172;AVENIDA ATAULFO DE PAIVA;153;5º e 8º andares;Leblon;RIO DE JANEIRO;RJ;22440033;(11) 3027-2237;;;www.xpi.com.br;adm.fundos.estruturados@xpi.com.br;2023-03-31;2023;;
Fundo;48.565.175/0001-72;2023-06-30;1;2023-08-14;051 AGRO FAZENDAS II FIAGRO;2022-11-14;INVESTIDOR PROFISSIONAL;BRFLEMCTF001;2925000.0;Não;Não;Não;Títulos e Valores Mobiliários;Títulos e Val. Mob.;Ativa;Indeterminado;;30/06;Não;Sim;Não;Sim;Não;XP INVESTIMENTOS CCTVM S.A.;48565175000172;AVENIDA ATAULFO DE PAIVA;153;5º e 8º andares;LEBLON;RIO DE JANEIRO;RJ;22.440-032;(11) 3027-2237;;;www.xpi.com.br;adm.fundos.estruturados@xpi.com.br;2023-06-30;2023;;
Fundo;48.565.175/0001-72;2023-09-30;1;2023-11-16;051 AGRO FAZENDAS II FIAGRO;2022-11-14;INVESTIDOR PROFISSIONAL;BRFLEMCTF001;2925000.0;Não;Não;Não;Títulos e Valores Mobiliários;Títulos e Val. Mob.;Ativa;Indeterminado;;30/06;Não;Sim;Não;Sim;Não;XP INVESTIMENTOS CCTVM S.A.;48565175000172;AVENIDA ATAULFO DE PAIVA;153;5º e 8º andares;LEBLON;RIO DE JANEIRO;RJ;22.440-032;(11) 3027-2237;;;www.xpi.com.br;adm.fundos.estruturados@xpi.com.br;2023-09-30;2023;;
Fundo;48.565.175/0001-72;2023-12-31;2;2024-03-20;051 AGRO FAZENDAS II FIAGRO;2022-11-14;INVESTIDOR PROFISSIONAL;BRFLEMCTF001;2925000.0;Não;Não;Não;Títulos e Valores Mobiliários;Títulos e Val. Mob.;Ativa;Indeterminado;;30/06;Não;Sim;Não;Sim;Não;XP INVESTIMENTOS CCTVM S.A.;48565175000172;AVENIDA ATAULFO DE PAIVA;153;5º e 8º andares;LEBLON;RIO DE JANEIRO;RJ;22.440-032;(11) 3027-2237;;;www.xpi.com.br;adm.fundos.estruturados@xpi.com.br;2023-12-31;2023;;
Fundo;48.903.610/0001-21;2023-03-31;1;2023-05-15;SPARTA FIAGRO NAS CADEIAS PRODUTIVAS AGROINDUSTRIAIS;2023-01-02;INVESTIDORES EM GERAL;BRCRAACTF008;300000.0;Não;Não;Não;Títulos e Valores Mobiliários;Títulos e Val. Mob.;Ativa;Indeterminado;;31/12;Sim;Não;Não;Sim;Não;BTG PACTUAL SERVICOS FINANCEIROS S/A DTVM;59281253000123;Praia de Botafogo;501;6º Andar;Botafogo;Rio de Janeiro;RJ;22250-040;(11)3383-3102;;;www.btgpactual.com;ri.fundoslistados@btgpactual.com;2023-03-31;2023;;
Fundo;48.903.610/0001-21;2023-06-30;1;2023-08-13;SPARTA FIAGRO FUNDO DE INVEST NAS CADEIAS PRODUTIVAS AGRO;2023-01-02;INVESTIDORES EM GERAL;BRCRAACTF008;494836.0;Não;Não;Não;Títulos e Valores Mobiliários;Títulos e Val. Mob.;Ativa;Indeterminado;;31/12;Sim;Não;Não;Sim;Não;BTG PACTUAL SERVICOS FINANCEIROS S/A DTVM;59281253000123;Praia de Botafogo;501;6º Andar;Botafogo;Rio de Janeiro;RJ;22250-040;(11)3383-3102;;;www.btgpactual.com;ri.fundoslistados@btgpactual.com;2023-06-30;2023;;
Fundo;48.903.610/0001-21;2023-09-30;1;2023-11-13;SPARTA FIAGRO FUNDO DE INVEST NAS CADEIAS PROD AGROIN - IMOB;2023-01-02;INVESTIDORES EM GERAL;BRCRAACTF008;494836.0;Não;Não;Não;Títulos e Valores Mobiliários;Títulos e Val. Mob.;Ativa;Indeterminado;;31/12;Sim;Não;Não;Sim;Não;BTG PACTUAL SERVICOS FINANCEIROS S/A DTVM;59281253000123;Praia de Botafogo;501;6º Andar;Botafogo;Rio de Janeiro;RJ;22250-040;(11)3383-3102;;;www.btgpactual.com;ri.fundoslistados@btgpactual.com;2023-09-30;2023;;
Fundo;48.903.610/0001-21;2023-12-31;1;2024-02-06;SPARTA FIAGRO FUNDO DE INVESTIMENTO NAS CADEIAS PRODUTIVAS;2023-01-02;INVESTIDORES EM GERAL;BRCRAACTF008;494836.0;Não;Não;Não;Títulos e Valores Mobiliários;Títulos e Val. Mob.;Ativa;Indeterminado;;31/12;Sim;Não;Não;Sim;Não;BTG PACTUAL SERVICOS FINANCEIROS S/A DTVM;59281253000123;Praia de Botafogo;501;6º Andar;Botafogo;Rio de Janeiro;RJ;22250-040;(11)3383-3102;;;www.btgpactual.com;ri.fundoslistados@btgpactual.com;2023-12-31;2023;;
Fundo;48.904.259/0001-93;2023-03-31;1;2023-05-15;CARFAN FUNDO DE INVESTIMENTO IMOBILIÁRIO;2022-12-19;INVESTIDOR PROFISSIONAL;BR0EL0CTF001;150718.0;Não;Não;Não;Híbrido;Híbrido;Ativa;Indeterminado;;31/12;Sim;Não;Não;Sim;Não;TRUSTEE DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.;48904259000193;Avenida Brigadeiro Faria Lima;3477;11º andar;Itaim Bibi;São Paulo;SP;04538-133;0800 930 0930;;;www.trusteedtvm.com.br;ouvidoria@trusteedtvm.com.br;2023-03-31;2023;;
Fundo;48.904.259/0001-93;2023-06-30;1;2023-08-14;CARFAN FUNDO DE INVESTIMENTO IMOBILIÁRIO;2022-12-19;INVESTIDOR PROFISSIONAL;BR0EL0CTF001;151213.54843465;Não;Não;Não;Híbrido;Híbrido;Ativa;Indeterminado;;31/12;Sim;Não;Não;Sim;Não;TRUSTEE DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.;48904259000193;Avenida Brigadeiro Faria Lima;3477;11º andar;Itaim Bibi;São Paulo;SP;04538-133;0800 930 0930;;;www.trusteedtvm.com.br;ouvidoria@trusteedtvm.com.br;2023-06-30;2023;;
